,label,judul_clean,narasi_clean
1064,0,rakyat miskin nekat jual ema rekannya bayar tinggalnya tahan bela kasihan pemerintah mencuri uang rakyat lindungi hukum bungkam,rakyat miskin nekat jual ema rekannya bayar tinggalnya tahan bela kasihan pemerintah mencuri uang rakyat lindungi hukum bungkam himpitan ekonomi alasan rismaya jual ema wari bayinya masuk penjara
1065,1,kominfo menginisiasi system big data cyber secur,yth rekanrekan menginformasikan temanteman lupa system big data cyber secur bdc indonesia sudah terpasang menyusul rencana wantana ri dewan pertahanan nasion yang mengambil informasi internet indonesia
1066,1,ridwan kamil dicaci maki,pendapatnya jokowi sosok ideal pemimpin ungkapannya ridwan kamil dituduh teladan figur nabi
1067,1,papa kilo kode pki,gambar mobil stiker papa kilo disertai tulisan sandi pki papa kilo indonesia pilot
1068,1,tulisan sarlito wirawan sarwono lgbt,lgbt gerakan penularan sarlito wirawan sarwono guru fakulta psikolog ui heran kera perilaku lesbian gay bisexu and transsexu lgbt seakan penuh murka sedikitpun ruang toleransi pengidapnya
1069,1,bkmg menyarankan menaruh baskom air dicampur garam hujan cepat turun,ajakan menaruh air dicampur garam ember membantu prose turunnya hujan
1070,1,surat panggilan kerja pt kai agustu,pengumuman kelulusan rekrut bersumb akademi perkerataapian indonesia
1071,1,tentara india membunuh kakeknya bocah lakilaki mengambil batu membunuh pembunuh kakeknya,tentara india membunuh kakeknya bocah lakilaki mengambil batu membunuh pembunuh kakeknya dunia bocah mengambil senjata membunuh pembunuh kakeknya dunia memanggilnya terori kashmir rul islam
1072,1,video detikdetik jembatan wuhan runtuh,ngeridetikdetik jembatan wuchanwuhan runtuh pagi negerinya saja runtuh negeri orang kwalitasnya
1073,1,informasi berisi rombongan gangster samarinda membunuh orang,tanggal mei hoax nyata rombongan gangster sudah membunuh orang laki perempuan kakaknya teman sudah korbannya harap korban sayang sama orang terdekat tolong sebarkan berita semoga selalu dilindungi mara bahaya allah swt amin
1074,1,foto pemerintah jawa timur sudah buah kurantin tki yang baru pulang negeri,pemerintah jawa timur sudah buah kurantin tki yang baru pulang negeri kuarantin likor likor nam bela
1075,1,viru corona diobati berendam air laut,viru corona diobati berendam air laut kuat bisatdk satupun yang menerima ahirnya pergi tepi lautsetiap siang berendam berjemur ditepi laut seminggu waktu jam perhari alhamdulillah batuk hilang nafa nya kepala enteng suhu tubuh normal cekup rs rawat inap pasien covid alhamdlllh dinyatakan negatif cofid sblmya dinyatakan positif covid
1076,1,pesan undian berhadiah pt pertamina,info resmi kantor pusat ptpertamina persero mngucapkan selamat hadiah rp juta pindd uinfo klik bitlypromopertamina
1077,1,sabobas kelakuan kubu sebelah,bang saya dapat video yang namanya sabobas menjatuhkan ani baswedan mengganj langkah ani presiden busuk kelakuan kubu sebelah kecebong liber sekul komuni syiah kaum munafik
1078,1,miss call nomor negeri menyalin daftar kontak mengaks sim card menjebol data bank,himbauan mendesak tolong pesan keluarga temanteman akhirakhir menerima panggilan telefon tel tel tel
1079,1,video produksi bera plastik,sereem iiiiih bera kantong plastikpenjahat banget nieeh orang
1080,1,ahok gedung dprmpr tibatiba bau tahi,ahok gedung dprmpr tibatiba bau tahi
1081,1,susunan kabinet ii jokowiamin,susunan kabinet ii jokowiamin terima komposisi ideal kabinet kerja jilid ii period presiden ri ir joko widodo wakil presiden ri prof dari hc kah maruf amin menteri koordin menteri koordin bidang polhukam luhut binsar pandjaitan menteri koordin bidang perekonomian sri mulyani
1082,1,maruf amin cari suara doang diganti,pridiksimaruf amin cari suara doang ganti
1083,1,kemenag hapu materi perang uhud badar kurikulum madrasah,astaghfirullah adzhiiim mentri bagaimana sihhhtak hapu pelajaran sejarah perang rosulullah peperangan islam sejarah perang islam utu disosialisasikan umat manusia islam terbuka toleransi ikon islam beranggapan islam mengajarkan terorism
1084,1,listrik dipadamkan bergilir jam,yang listriknya sudah nyala pesan teman yang kerja pln karena jam dimatiin bergilir isi air charg handphon lampu cadangan silakan disiapkan teman
1085,1,stroke kambuh prabowo batal orasi politik acara fraksi pk,stroke kambuh prabowo batal orasi politik acara fraksi pk
1086,0,oper selul menyediakan rbt jokowi,program gener manag extern corpor commun telkomsel denni abidin senin
1087,1,letda inf agu prayogo meraih medali ema ajang asian game tanggal agustu,letda inf agu prayogo caba pakai sumbangkan mendali ema sea game cabang atletik
1088,1,jelang asian game jakarta cakep bravo aniessandi,jelang asian game jakarta cakep saja nih
1089,0,pt indonesia morowali industri park membantah isu senjata api selundupan,ribu pekerja
1090,1,rudi hartono legenda bulu tangki meningg,indonesia berkabung rudi hartono pahlawan bulu tangki meningg dunia
1091,1,kemkominfo help desk registrasi kartu prabayar,kemkominfo help desk registrasi kartu prabayar
1092,1,pembunuh berantai memanc korban bayi menangi,perempuan ida laniari mendengar bayi menangi terasnya malam menelpon polisi larut malam aneh polisi memberitahu apapun buka pintunya
1093,0,branta kebeutalan,kebeutalansecaradini anak berhati ibli tolong viralkan orang tua yang anaknya korban dilaporkan polisi kepala sekolah yb diharapkan mengambil tindakan keluarkan anak jahanam sekolah yb sekolah menerima anak rusak
1094,0,felix siauw umat muslim selamat natal wajib dipenjarakan menistakan agama islam,felix siauw umat muslim selamat natal wajib dipenjarakan menistakan agama islam republiknkriorg senang provokasi takutkan menjelang perayaan natal desemb sayangnya menunda kesenangan muncul video felix siauw membaha natal tudingantudingan berbahaya
1095,1,istri ahok pribumi indonesia rakyat saja ngerepotin pemimpin,menolak lupa istri ahok pribumi indonesia rakyat saja ngerepotin pemimpin
1096,1,jokowi nama lahirnya herberthu,jokowi nama lahir nya herberthu ber agama kristen jelang daftar jabatan walikota nama nya ganti jokowidodo ayahnya bernama oey hong liong alia widjiatno non muslim aktivi pemuda rakyat pki kenal kejam sadi tanggal oktob membantai puluhan jiwa kaum nahdiyin tewa kampung giri roto ngemplak boyolali jateng
1097,1,year end fun walk lippo karawaci terkait aksi tandingan,sudah rakyat tni polri satpam pn orma parpol plat merah karyawan keluarganya perusahaan rumah sakit dipaksa repot diwajibkan penguasa ngikut aksi
1098,1,wn china jakarta bela ahok,pesan berantai wn china jakarta bandara soekarnohatta membela gubernur dki basuki tjahaja purnama ahok
1099,0,klaim jonru dunia peduli umat muslim korban bom turki,umat islam terbunuh dibicarakan
1100,1,rayhaneh jabbari dihukum gantung pemerintah iran,raihanah jabbari muslimah sunni dihukum mati pengadilan syiah iran membunuh laki merusak kehormatannya pengadilan hakim engkau membunuh laki
1101,1,data pertumbuhan ekonomi aceh,ratarata pertumbuhan ekonomi kota aceh period kota sabang no tertinggi laju pertumbuhan ekonomi pimpinan nasu
1102,1,tangkapan layar berita rk ajak abu janda relawan uji vaksin covid buatan china,rk ajak abu janda relawan uji vaksin covid buatan china
1103,1,fpa dukung jokowi syarat laskar diangkat pn,berbalik dukung jokowi korlap fpa ya dukung jokowi syarat laskar fpa diangkat psn
1104,1,dirut rsui direktur rsui staff rsui dirawat rsui terkena covid,rekan jakarta mohon berhati ya jakarta penularan covid meningkat dirut rsui direktur rsui staff rsui dirawat rsui terkena covid perawat rs swasta jakarta terjangkit covid semoga kesembuhan waspada
1105,1,anoth simpson predict that becam realiti,anoth simpson predict that becam realiti
1106,1,pembatasan sosial jakartabandung diterapkan,lockdown masker linta tol bandung jakarta jakartabandung
1107,1,daftar viru beras china,more left wing facebook censorship as famous said pictur say itu all
1108,1,video azan spanyol dilarang,azan dilarang spanyol andalusia kemarin maret azan daerah kali kumandangkan krisi corona global apapun yang haruslh berbaik sangka kepada allah masyaallah semogah wabah corona cepat allahuakbar allahuakbar allahuakbar
1109,1,video jemaah umrah tertahan pesawat positif terinfeksi viru corona,jamaah umroh palembang makassar menangi jamaah indonesia menyatakan positif terinfeksi viru corona pesawat diijinkan masuk saudi dibawa pulang indonesia
1110,1,erick thohir nyamar tukang bakso bongkar skandal ari garuda,erick thohir nyamar tukang bakso bongkar skandal ari garuda teknik penyamaran tukang bakso ciri kha intel indonesia ord
1111,1,ani gelar kehormatan perkumpulan tiong hoa dengan nama liem ay bon,ani gelar kehormatan perkumpulan tiong hoa dengan nama liem ay bon
1112,1,kecelakaan beruntun tol pemalang akibat searah tibatiba arah,mimpi buruk kecelakaan mengerikan jalan tol pemalang searah arahresikonya hati dalam mengemudikan mobil tol diubah arah
1113,1,saatsaat korban kecelakaan pesawat ethiopian airlin boe max,the last moment of the ethiopian plane crash victim god have merci
1114,1,postingan facebook tutut soeharto menyindir jokowi pembangunan jalan tol,dik joko widodo kuliah saja saya bangun tol hutama karya jadi kalo meneruskan tol yang penambahan bpk pembangunan dik jokowi karena pembnguann melekat dihati rakyat almarhum hm soeharto bukan yang ayo bersatu kembali dukung no prabowo sandi
1115,0,sikat gigi berbahan bulu babi,hatihati memilih sikat gigi tau
1116,0,bantah nomor urut untungkan jokowimaruf komput sistem biner kpu tegaskan perhitungan suara manual,berpengaruh penambahan angka penghitungan suara komision kpu hasyim asyari rabu
1117,1,rumah sakit jiwa kampret,merawat pendukung prabowo stre gila kalah pilpr
1118,1,air miner meledak kepanasan mobil,menyimpan air minum mobil mengatasi hau bepergian mom kebiasaan menyimpan botol berisi air mobil disarankan siang terik suhu musim pana kebiasaan memicu ledakan pana matahari bersinar jendela botol air air botol bertindak lensa sinar matahari mengenainya botol permukaan gelap memicu api video facebook idaho power teknisi stasiun baterai dioni amuchastegui mencobanya menghindari kejadian hindari ya kebiasaan musim hujan menutup kebiasaan menyebabkan kebakaran kadangkala cuaca pana paparan sinar matahari terik
1119,0,wacana pendaftaran akun medso ektp mendukung jokowi,akun medso benarharu menyertakan ktp kartu keluarga npwp jamsostek tanda tangan juragan partai dukung jokowi pdip saham medso
1120,1,keajaiban amerika kanada matahari,keajaiban amerika kanada matahari yang hunter moon perubahan orbit matahari terbenam terbit bersamaan berhadapan sudut derajat memantulkan cahaya matahari terangnya matahari
1121,1,pemerintah memantau jalur komunikasi media sosial masyarakat,beredar info wa group besok peraturan komunikasi panggilan dicatat rekaman panggilan telepon tersimpan whatsapp dipantau twitter dipantau facebook dipantau media sosial forum dimonitor informasikan
1122,1,run text metro tv istighosah tanggal februari dirumah djan faridz dihadiri kiai said aqil siroj,run text metro tv istighosah tanggal februari dirumah djan faridz dihadiri kiai said aqil siroj
1123,0,indochina penyebutan negara indonesiachina,postingan foto kontain tulisan indocina narasi provokatif narasinya negara indocina presidennya
1124,1,antasari azhar memiliki akun twitter,beredar kabar akun twitter nama antasari azhar mantan ketua kpk mengomentari basuki tjahaja purnama ahok
1125,1,presiden mengundang pelaku pembakaran masjid tolikara,thi will never be forgotten
1126,1,pidato lengkap jokowi negara berhutang pinjaman negeri,haiyyaaa plecid hoo plecid hutang lho pinjam pinjam lual nege
1127,1,nyanyian yang kenyataan menyedihkan,nyanyian yang kenyataan menyedihkan
1128,1,jokowi jarang busana jawa kuno enggak percaya diri,jokowi jarg mngenakan busana jawa karena busana jawa kuno enggak pada
1129,1,satpol pp pakai sepeda brompton harga seratu juta hasil foyafoya uang rakyat,satpol pp pakai sepeda dengan harga seratu juta buatan inggri kadang memang ngena lihat pejbt publik suka banget memfoyakan uang rakyat satpol pp daerah ya
1130,1,pemudapemudi mengatasnamakan universitasperguruan foto ktp,pemudapemudi mengata namakan universitasperguruan ktp alasan bahan skripsi orang memfoto ktp diijinkan foto ktp peminjaman onlin
1131,1,bupati luwu utara terbar rs terjatuh motornya banso covid,mohon doa salam iluni ui bupati luwu utara terbar rs beliau terjatuh motornya banso pelosok semoga pulih ya bu amin ya allah
1132,1,video italian millionair terjun bagunan keluarga nya kena viru corona,uang italian millionair terjun bagunan keluarga nya kena viru corona sudah mati sudah sad
1133,1,kim jong un mengenakan kemeja putih bertuliskan bersih merakyat kerja nyata,ndro kayak nya butuh kim jong un mengatur tka yang susah diatur
1134,1,they call itu disinfect,they call itu disinfect indonesia no word
1135,1,china bangun rumah sakit lantai,ruaaaarrrr biasa china bangun rumah sakit lantai khusu pasien viru corona jam menyelesaikan lantai selesai lantai listrik air peralatan rumah sakit corona
1136,1,surat berisi cuti libur natal tanggal desemb,edaran cuti raya natal jatuh tanggal desemb
1137,1,video habib rizieq shihab bandara juanda,habib rizieq shihab bandara juanda
1138,1,subjudul cover majalah tempo ahok dijadikan bo pertamina menguasai blok masela,pengusaha tomi winata mendadak masuk pembangunan blok masela menggelembungkan biaya proyek lng terbesar indonesia
1139,1,viru babi hog cholera menular manusia,areal medan stop beli dage babi dimasak dimakan dijual berbahaya wabah viru mematikan manusia cuplikan isi percakapan wa
1140,1,pt waskita karya bantah adakan interview rekruitmen karyawan,halo surat panggilan hoax alia penipuan ya berhatihati menerima informasi
1141,1,pesan singkat arahan kapolri tni tunduk hukum kepolisian,upppssss aduh begiman pakpol bocor arahan kapolri arahan kabagintel polri bocor asop polri bocor bocor waya waya waya
1142,1,susunan kabinet kerja jilid ii jokowi maruf,susunan kabinet indonesia kerja period presiden ri ir joko widodo wakil presiden ri prof dari hc kah maruf amin
1143,1,video polisi bagibagi sembako jelang pilpr,didepan pasar gede solo silakan nilai sudah mala mention polisi kpu bawaslu pekerjaan sia koarkoar sok suci jijiklah
1144,1,kuaci direbu tulang babi,cnp sila viral pada ummah kuaci ini famou saya dok makin time reja director saya cina mualaf tegoq bahasa cina kita bungkusan itu kuaci ini direbu tulang babi
1145,1,jokowi bilang pki bersalah mengancam,presiden joko widodo menilai komunism komuni salah sejarah aslinya korban radikalism faham gari kera ancaman terbesar dasar negara
1146,1,dihapusnya kementerian agama diganti namanya,rumusan bentuk terapkan paksa jokowi period dihapusnya kementerian agama diganti namanya kementerian urusan haji zakat wakaf
1147,1,yk komput membedakan nyata data tercatat,ilmuwan menemukan permasalahan yk kiamat komput diprediksi januari utc angka maksimum dicatat sistem bit
